"","V1"
"INTS11",13.5279
"RGS13",0.0528
"IPPK",0.6357
"ZNF484",0.9371
"OMD",4.7216
"FGD3",10.574
"HIVEP3",1.2317
"PPCS",27.8149
"EDN2",17.8521
"BCL11B",0.3589
"COX7C",187.1369
"TRAF2",10.4898
"ABHD8",4.5843
"MASP1",0.0292
"ATP13A4",0.652
"PLAAT1",6.7554
"HELB",0.17
"RAP1B",1.8235
"IL22",0
"TSPAN8",0.2444
"BEST3",0.3167
"RAB3IP",4.7453
"PTPRB",1.1733
"DYRK2",4.2139
"YEATS4",12.5847
"TAS2R3",0
"TAS2R4",0.0728
"TAS2R5",0.1209
"CRYGN",0.246
"LRRC61",10.6114
"TRPV5",0.0144
"IDUA",3.5393
"FGFRL1",6.1071
"TMEM175",5.5817
"AUNIP",5.6396
"PIN1",9.1025
"FBXL12",5.802
"EMC1",9.9599
"PLA2G5",0.8429
"UBR4",4.9582
"HP1BP3",17.6132
"ADGRE2",0.3058
"SIN3B",4.8724
"OR7A10",0
"SLC35E1",8.9708
"EPS15L1",6.6905
"KLF2",5.3213
"OR7C2",0
"OR7C1",0.0199
"F2RL3",0.6415
"UQCR11",8.332
"GFER",3.148
"SYNGR3",0.6658
"PKMYT1",3.6531
"WFIKKN1",0.0748
"WDR24",5.477
"FBXL16",4.0491
"CHTF18",5.0172
"GNG13",1.6064
"MACF1",3.2072
"SMARCA4",13.3693
"KDM4B",10.5305
"TICAM1",15.4705
"METTL25",1.4745
"IL17B",0.4393
"EMC6",0.2928
"OR1E2",0
"METTL16",2.8007
"TUBA4A",9.0843
"VIL1",0.0177
"AAMP",29.2838
"PNKD",10.133
"TNFRSF19",8.7706
"RNF6",7.598
"ECHS1",236.5852
"ZNF835",0.1301
"AKAP9",2.7
"GNG11",8.7085
"SEM1",18.3446
"GNGT1",0.0076
"HIP1",9.0193
"PTPN12",13.6997
"POR",19.4976
"FGL2",1.5107
"STYXL1",25.9794
"STEAP4",0.5148
"GNAI1",0.4363
"PEX1",1.1846
"MTERF1",2.1307
"SGCE",1.0487
"RBM48",1.6118
"CASD1",6.0792
"ZNF780B",0.8225
"LRFN1",4.8681
"ZFP36",39.4577
"SRD5A3",4.5368
"SPINK2",0.2478
"RASL11B",0.0711
"PAICS",21.1938
"KDR",8.509
"PPAT",1.9469
"TUBGCP6",3.2434
"ADM2",6.7299
"DGCR6L",63.5572
"DGCR8",2.6314
"ASPHD2",1.2641
"VPREB3",1.472
"SDF2L1",32.0014
"GAL3ST1",1.0787
"YWHAH",70.9702
"RFPL1",0.0116
"RFPL2",0.0533
"GNAZ",4.2797
"MGAT3",0.1802
"ADORA2A",0.0124
"ATF4",135.5154
"A4GALT",7.7983
"RFPL3",0.0348
"CDC42EP1",38.4388
"APOL3",22.3415
"MCHR1",0.2055
"TPST2",14.8276
"BAIAP2L2",0.2832
"MPST",6.4665
"GALR3",0
"TST",23.1966
"APOL5",0.0484
"IGLL1",0.0968
"APOL2",63.1663
"RAC2",12.5225
"LIF",0.566
"C22orf23",0.9063
"APOBEC3A",2.1818
"APOBEC3F",11.5399
"RIBC2",4.7708
"KRT17",31.4217
"EMC4",10.249
"RNF112",0.2476
"SPECC1",1.0628
"CPA4",1.832
"DOCK4",0.5832
"POT1",4.177
"TAS2R16",0
"ATP6V1F",131.9401
"LSM8",2.3115
"CDHR3",0.286
"PRKRIP1",8.2566
"VGF",0.3893
"PODXL",13.6875
"FOXP2",0.0351
"STRIP2",0.1923
"IFT22",7.9085
"MKLN1",3.8399
"DNAJB9",11.4756
"FLNC",1.1935
"LRRC4",0.6319
"CALU",37.0437
"CCDC136",0.1533
"SMO",8.2511
"IRF5",1.6573
"LRRC17",12.8366
"KLHDC10",8.4181
"NDUFA5",5.1704
"FEZF1",0
"OPN1SW",0
"MRPS12",27.6089
"MYO1B",14.6084
"HOXD1",0.1106
"HOXD3",1.7251
"MTX2",49.2378
"PDE11A",0.2396
"CHN1",3.61
"GAD1",0.0928
"OSGEPL1",4.7365
"ORMDL1",13.6042
"HAT1",21.4959
"HOXD9",10.3716
"HOXD10",2.5509
"HOXD11",0.074
"HOXD13",0.0216
"HERC2",2.3064
"SNRPN",0.5561
"PSMG2",19.2978
"TWSG1",8.2922
"ARHGAP22",0.621
"WDFY4",0.1614
"EIF2AK4",9.2699
"MYO5C",6.5411
"CGNL1",2.5581
"TMOD2",0.5864
"TTBK2",0.4522
"ELL3",0.0487
"CCDC32",0.7379
"INO80",4.6853
"ICE2",2.4469
"DLL4",3.3174
"ALDH1A2",0.3402
"MINDY2",1.9441
"IVD",16.8277
"KNSTRN",6.2148
"DUT",13.2517
"CHAC1",2.128
"CLN6",3.8498
"ARPP19",29.9307
"VPS13C",1.4747
"CALML4",0
"ISLR",114.7605
"THAP10",1.2657
"LOXL1",38.8783
"ACKR4",2.4235
"ANAPC13",30.5326
"MBD4",17.5645
"COPB1",41.7889
"PSMA1",7.8218
"SUMF2",31.1215
"PALLD",19.1943
"SPCS3",12.2499
"BBOX1",3.5849
"MYOD1",0
"SERGEF",8.6453
"KCNC1",0.006
"TPH1",0.1607
"CSRP3",0
"E2F8",1.0768
"DCTD",16.8413
"SOX15",15.7146
"PIMREG",1.9396
"RPAIN",1.3316
"USP6",0.0462
"SHBG",0.1941
"PLD2",5.1675
"AIPL1",0.0087
"CD68",0.0161
"TXNDC17",23.5231
"ATP1B2",1.024
"FXR2",5.5473
"KIF1C",4.5508
"MPDU1",21.6691
"PHF20L1",2.1436
"LRRC6",3.8019
"CCNT1",3.3853
"PUS7L",2.1763
"KRI1",8.8739
"ILF3",22.1525
"SLC44A2",54.3169
"AP1M2",63.6231
"CDKN2D",5.7999
"MTUS1",4.9153
"KLK14",0.7598
"SIGLEC9",0.6095
"KLK10",0.1419
"KLK8",0.1119
"NGDN",8.0569
"RIPK3",2.2563
"ADCY4",0.6811
"RAB2B",7.9811
"BCL2L2",5.0548
"AJUBA",4.1158
"DTD2",1.1076
"PARP2",8.3944
"HEATR5A",1.4862
"FOXA1",99.779
"SNX6",17.32
"EAPP",34.7763
"EGLN3",13.0689
"MIS18BP1",2.7348
"NRL",0.3245
"RNASE1",40.0586
"NEDD8",14.2705
"DAD1",293.0396
"TEP1",3.6256
"EPB41L4A",0.3791
"CDO1",1.1476
"REEP5",96.5581
"ITFG1",5.1518
"QRICH2",0.8431
"FOXJ1",15.849
"SEC14L1",3.6922
"RHBDF2",5.8757
"AANAT",0.0403
"ARHGEF6",9.0334
"MAP7D3",0.5531
"FGF13",0.4058
"ASH2L",7.3713
"TTI2",2.0833
"ART1",0.083
"CHRNA10",0.7462
"CDKN1C",3.0499
"SGO1",1.0269
"RPS4Y1",0.0081
"VCY1B",0
"VCY",0
"CDY2B",0
"CDH15",0.1534
"KLF16",7.7971
"PGAP6",16.3122
"DOHH",6.2388
"MAU2",5.6864
"SHC2",6.5537
"PLPPR3",3.9138
"INS-IGF2",0
"ABHD17A",7.5557
"LBP",545.9882
"SYT5",0.1372
"TNNI3",0.0855
"CBFA2T3",1.1204
"GAMT",23.2204
"PUDP",5.6929
"ERMARD",7.0417
"PHF10",11.1648
"PRRG3",0.008
"GALNT8",0.051
"KCNA5",0.0657
"CRACR2A",0.2009
"NXNL2",0.8214
"STARD8",1.192
"FAM155B",0.2611
"GDPD2",0.0923
"SAT1",80.4046
"GNL3L",2.5102
"SH3BP4",22.3825
"MOSPD2",1.9116
"DOCK6",1.466
"ECSIT",13.1353
"LDLR",5.482
"ELOF1",18.184
"TSPAN16",0
"ANGPTL8",0.0284
"PRKCSH",82.3567
"CNN1",13.5268
"CDC16",30.4897
"ZSCAN10",0.0264
"THEM6",27.695
"NECTIN2",77.2151
"APOE",65.7101
"TOMM40",23.0622
"APOC1",11.1166
"GADD45G",15.9556
"LRCH2",0.2914
"DPP6",0.009
"XPO7",9.1968
"ACE2",0.0179
"FAM98C",3.4338
"SAFB2",12.4329
"RPL36",422.262
"ATP8B3",0.828
"GDF1",0
"NCAN",0.0025
"KIF1A",0.3968
"GTPBP3",6.271
"PLVAP",72.803
"BST2",956.1751
"SLC27A1",3.5607
"NSUN5",10.5236
"USHBP1",0.2809
"COLGALT1",29.2566
"DDA1",13.2768
"MRPL34",31.5567
"PGLS",25.9414
"LSM7",29.2381
"TULP4",6.7741
"SNX9",17.6646
"RTN4IP1",2.9481
"QRSL1",5.5484
"MTRES1",12.7493
"RSPH3",2.705
"MAS1",0
"ACSBG2",0.0605
"MLLT1",16.5087
"FUT5",0.0175
"BMP15",0
"AFDN",4.2
"ACTN4",79.7024
"STK33",0.0801
"NDUFA10",3.5874
"EPO",36.5549
"ARPC1B",0.1352
"CACNG6",0.0094
"ZSWIM6",2.8392
"FCHO1",0.2535
"UNC13A",0.0357
"MAP1S",8.6007
"KLHDC7B",7.7899
"PXDN",24.7518
"SSBP4",11.0094
"GDF15",5.099
"PGPEP1",3.2905
"IQCN",0.8491
"LSM4",54.8204
"JUND",101.3363
"HRC",0.4908
"TRPM4",10.3713
"OR11H1",0
"SULT4A1",2.2321
"ZNF557",2.7778
"CRB3",13.2693
"OLFM1",11.5344
"CAMSAP1",4.0171
"UBAC1",16.3233
"SAG",0.0527
"ZBTB46",0.8098
"HELZ2",13.0563
"SAMD10",8.5237
"LSP1",4.3687
"TNNT3",0.1408
"TNNI2",0.4148
"COL5A1",62.8996
"ATXN10",28.865
"TUBGCP2",11.2028
"CALY",0.0116
"CYP2E1",0.103
"PNPLA7",1.1781
"HBZ",0
"PAK4",21.9802
"MNX1",0.6107
"ZNF337",0.3008
"CEP85",4.6301
"TAF4",2.9749
"GATA5",3.3449
"RBBP8NL",5.9576
"LAMA5",6.4377
"OSBPL2",3.0413
"ADRM1",25.3516
"ASS1",194.4674
"PRDM12",0.014
"EXOSC2",6.5821
"POMT1",3.5426
"UCK1",17.142
"FIBCD1",0.5745
"PRRC2B",8.2163
"CHMP2A",91.1107
"UBE2M",64.2853
"TRIM28",98.2516
"METTL26",67.0442
"YIPF2",21.4279
"ATG4D",5.679
"EIF2S3",88.9178
"TMEM160",12.3177
"ZC3H4",11.0628
"NPAS1",0.8677
"GMFG",7.4413
"MAP3K10",2.0258
"ARHGEF16",3.6873
"LRRC47",16.2081
"SESN2",5.0025
"SMPDL3B",5.7721
"ATP5IF1",78.743
"MED18",8.7156
"THEMIS2",2.8823
"CLIP1",5.6243
"CCDC62",0.0366
"HIP1R",4.2684
"ZNF317",8.8766
"PPAN",1.1139
"EIF3G",37.2931
"ANGPTL6",0.2392
"SHFL",20.1881
"DNMT1",5.0223
"ZNF426",4.0164
"SLC6A8",17.2996
"PNCK",0.5
"DKC1",19.3781
"PLXNA3",5.0442
"DUSP9",0.2261
"MPP1",4.7402
"ZNF331",1.8077
"ZNF236",1.0433
"SLC7A10",0
"LRP3",9.5983
"C12orf65",3.9005
"NOL11",12.8556
"UBE4B",5.7321
"CASZ1",2.8331
"PKDREJ",0.1245
"HSD17B3",0.0202
"NUTM2F",0.0068
"HABP4",1.2973
"FBP2",0.026
"SLC35D2",1.0087
"PRRG1",0.7529
"UBA1",100.431
"RGN",0.1485
"POLN",0.1531
"PPIL4",11.0324
"ULBP2",1.029
"AKAP12",1.6506
"SYNE1",0.5661
"ULBP3",2.0848
"LATS1",3.4768
"EPS8L1",7.0223
"LILRB2",0.8742
"AAR2",22.2833
"TTLL9",0.1915
"BPIFA2",0.0593
"RBM39",15.2883
"COX4I2",5.978
"BPIFA3",0
"ZNF341",2.7467
"GGT7",2.7532
"DEFB118",0
"ACSS2",9.9863
"EDA2R",0.678
"ARHGEF9",1.2291
"C1QL1",0.4669
"GFAP",0.0062
"PYY",0.2356
"HIGD1B",1.5155
"ATP6V1E1",60.5294
"ZNF227",2.1096
"ZNF428",14.3091
"TEX101",0.0436
"ZNF141",0.6394
"CCL25",0.211
"COX4I1",62.0717
"EMC8",4.4584
"GSE1",10.215
"AC010531.1",0
"GINS2",2.3498
"CHMP1A",13.349
"SH3BGRL",359.4688
"COX7B",61.2178
"SLC34A1",0.0307
"F12",4.4732
"PRR7",9.8794
"NFATC1",2.4007
"IDO1",3.5195
"GJA9",0.0071
"CAP1",150.2521
"PPT1",112.2496
"RAB11FIP4",2.3031
"RLIM",6.5564
"CDX4",0
"ABCB7",4.668
"TRAF3",3.0015
"HAUS8",1.9264
"ADGRE3",0.0184
"MRPS25",4.895
"SH3BP5",1.0698
"HACL1",3.6311
"TBC1D5",4.9392
"CAPN7",6.1213
"RFTN1",35.1227
"C3orf20",0
"RBSN",4.5397
"GALNT15",1.8526
"SLC6A6",8.1632
"KCNC3",0.9009
"NAPSA",0.034
"NR1H2",20.4094
"LRRC4B",0.1981
"PDLIM4",4.9194
"KIF3A",2.522
"MGAT1",14.6285
"GFPT2",4.0146
"TUBG1",18.7385
"PSME3",17.7357
"RPL27",289.4365
"PSMC3IP",1.0792
"AOC3",3.3516
"ACLY",16.2363
"VPS25",14.6538
"RAMP2",16.7644
"AOC2",0.2663
"G6PC",0.004
"NDUFA2",29.515
"ANKHD1",0.1282
"DIAPH1",17.9941
"NDFIP1",42.413
"UBE2D2",36.0526
"EXOC4",8.8135
"ACAP3",6.2168
"C1orf159",3.9138
"ANO1",11.4246
"PPFIA1",3.6471
"TMEM204",13.357
"KREMEN2",4.3285
"THOC6",19.5757
"TRAF7",20.3359
"BARX1",1.2979
"NINJ1",88.5768
"CA6",0
"NPHP4",0.964
"MAP1B",4.078
"RHOXF2",0.0061
"IL13RA1",58.8505
"WDR44",2.4125
"CKMT2",0.4762
"ZCCHC9",4.0911
"KRT34",0.0298
"KRT33B",0.0108
"TNS4",17.9377
"TOP2A",52.1836
"STARD3",44.2251
"RARA",96.5349
"PPP1R1B",120.898
"KHDRBS3",1.257
"CHD1L",0.0687
"PEX11B",38.4604
"FMO5",2.2927
"PIAS3",11.9792
"PRKAB2",3.4713
"FSHB",0
"PDHA1",17.7933
"RAI2",20.8366
"MCCC2",57.9202
"ZNF304",3.5413
"ZSCAN5A",0.7268
"ZNF132",1.1012
"USP29",0
"SELENOS",15.5651
"CHSY1",14.3536
"SNRPA1",13.8195
"LLGL1",3.4671
"NR0B2",0
"LIN28A",0
"THAP1",2.5284
"RHPN2",6.3003
"C19orf12",5.8424
"FAAP24",3.5991
"LRRC9",0.0032
"ACTR10",18.176
"ABHD12B",0.1452
"GCH1",6.4737
"LGALS3",122.6897
"PODNL1",5.9448
"DNAJB1",23.0433
"ZSWIM4",0.7047
"FBXW9",4.8617
"RFX1",4.988
"ZNF20",0.1953
"C19orf57",1.3856
"DCAF15",14.1055
"CC2D1A",8.5819
"RTBDN",0.026
"MATN3",7.0689
"TRIM21",48.3993
"SPATA6",1.7687
"LRRC41",16.7679
"CCT6B",0.7832
"DHX30",11.1932
"RAF1",3.2617
"SLC6A11",1.3197
"PPARG",0.9701
"NUP210",15.2176
"FCRLA",0.2018
"HSD17B7",9.986
"ENOSF1",1.1999
"EMILIN2",1.2176
"SLX1A",0
"ARFIP2",28.8973
"TRIM5",10.2424
"CNGA4",0.094
"TRIM22",19.0673
"RRP8",3.6078
"TIMM10B",8.9297
"EFR3A",15.414
"HHLA1",0
"PTCD3",5.8848
"IMMT",40.4199
"MRPL35",14.8424
"IQCA1",0.6206
"ILKAP",4.5512
"PER2",2.3987
"RAMP1",6.6551
"SCLY",0.0238
"PTPRE",2.2992
"RAN",37.3657
"PRKAA1",7.9907
"CARD6",1.4521
"RAP1GAP2",0.5841
"CLUH",8.6084
"INPP5K",7.8218
"MYBBP1A",8.017
"RPA1",13.7693
"SERPINF1",77.8222
"UBE2G1",6.409
"EEFSEC",9.9797
"TBC1D14",0.7139
"TMEM128",10.226
"COQ3",7.097
"PNISR",5.9054
"POPDC3",0.3051
"SEC61G",80.2196
"LANCL2",7.5598
"FIGNL1",2.784
"DDC",0.1748
"FTHL17",0
"GRSF1",9.3279
"ENAM",0.003
"JCHAIN",65.4587
"ANKRD17",5.0654
"UTP3",12.0254
"ITGB4",6.3241
"WBP2",18.0709
"H3-3B",74.2384
"UNK",2.58
"TRIM47",10.444
"ZRANB2",9.9481
"EIF5A",138.5937
"KDM6B",5.2107
"CLEC10A",0.0563
"SLC52A1",0.2033
"GUCY2D",0.2205
"GPS2",0.045
"XAF1",1.9057
"DLG4",1.385
"RIDA",10.3957
"VPS13B",2.1761
"RGS22",0.4482
"MATN2",13.2071
"REEP2",1.0345
"PCBD2",1.9552
"SDF2",20.6623
"FLOT2",49.4306
"ERAL1",28.6982
"PRMT7",4.883
"NIP7",4.0318
"TERF2",4.04
"VPS4A",5.6459
"MTSS2",2.1866
"HSPA12B",1.9259
"ANKEF1",4.7463
"SCP2D1",0
"PCED1A",9.0688
"SNAP25",0.2642
"BTBD3",4.5006
"PCNA",124.7659
"NXT1",32.2385
"POLR3F",6.7559
"RIN2",18.603
"PTPRA",30.7882
"SSTR4",0
"DAP3",65.5164
"RHBG",0.0617
"KHDC4",8.3615
"ATP1A4",0.2412
"NES",6.4456
"BCAN",0.0766
"CRP",0.069
"ARHGEF11",11.5536
"RAB25",179.8321
"HAPLN2",0.0394
"APCS",0
"FCRL2",0.0344
"DCAF8",8.51
"SYT11",2.0905
"IGHMBP2",0.8466
"ACY3",0.0507
"ALDH3B2",34.4678
"TESMIN",7.9447
"MMACHC",2.8412
"DPH2",7.7386
"TOE1",6.1869
"NASP",14.4587
"MUTYH",0.0509
"CTNNBL1",20.4147
"LPIN3",2.4329
"ZSWIM3",3.7645
"RBM38",43.3253
"VSTM2L",41.7334
"OSER1",25.9701
"SERINC3",54.244
"PPP1R3D",4.8446
"DMGDH",0.2824
"BHMT2",1.1918
"AP3B1",19.8726
"ZBED3",2.7629
"PATJ",5.427
"KANK4",1.799
"ANGPTL3",0.0052
"SYT4",0
"SLC14A2",0.1285
"FBXO44",6.8971
"CPLANE2",1.4582
"CASP9",2.2078
"NMUR2",0.179
"DCTN4",18.8465
"PDE6A",0.0305
"ATP8A2",3.5746
"MTUS2",0.0824
"ZMYM5",4.452
"USPL1",4.716
"XPO4",2.908
"TPTE2",0.0076
"POMP",154.1267
"CDK8",3.8531
"ALOX5AP",4.316
"WASF3",0.4027
"RNF17",0.0217
"GPR12",0.1936
"CHRM3",0.055
"MYH8",0.0259
"MYH10",6.0721
"PEMT",5.3175
"SCO1",1.5533
"MPRIP",3.9389
"CHI3L1",62.1434
"MYBPH",0.1722
"PIK3C2B",4.2408
"DSTYK",6.1018
"CHIT1",0.1214
"SLC41A1",8.3751
"LGR6",7.1784
"TMCC2",0.1941
"DCLK1",0.2491
"CCNA1",0.2935
"COG6",3.0208
"SPART",6.9696
"RXFP2",0
"EPSTI1",8.6305
"TRPC4",0.1471
"POSTN",229.7535
"RFXAP",1.5746
"TPT1",231.4322
"GPALPP1",1.9694
"STOML3",0.0261
"KL",0.1579
"RFC3",4.9341
"STARD13",4.2527
"IRS4",0
"MORC4",5.8038
"BEX2",8.1053
"RNF128",0.3612
"TBC1D8B",0.6049
"TCEAL4",47.2617
"BEX1",0
"FAM104A",7.4018
"SLC39A11",38.5386
"EPHB2",0.8502
"SRRM1",9.245
"BTBD2",17.8804
"PRAM1",0.2853
"KMT5C",2.4721
"ZNF414",7.1606
"PDE6B",0.058
"HSPBP1",26.8646
"CSNK1G2",19.2783
"SLF1",1.358
"CNDP2",36.0236
"MACROD1",15.0404
"WDR74",4.606
"LGALS12",6.1334
"RTN3",76.9378
"PLAAT4",915.2994
"PLAAT2",81.828
"MYH11",1.2564
"CEP20",21.2045
"MED10",16.4646
"PDZD2",1.0408
"MORC2",4.0203
"LARGE1",6.0027
"GSTT2B",9.3532
"MYO18B",0.0179
"SLC2A11",0.753
"C1QTNF6",6.9343
"GGT2",0.0808
"FAM83F",2.2885
"SEC14L4",0
"GIMAP6",1.8352
"GIMAP4",11.2331
"ADCK2",9.1917
"MKRN1",32.0028
"AGAP3",7.3683
"KRBA1",1.4498
"ACTR3B",2.543
"NTS",0.0335
"BTG1",70.731
"LRRIQ1",0.1028
"C12orf29",3.0698
"ATP13A3",8.0211
"SFTPD",0.0821
"DYDC2",1.0087
"TMEM254",20.3017
"TMTC1",5.2552
"KRAS",5.1491
"IPO8",5.6845
"LARS1",5.6708
"SPINK5",0.0622
"IMPA1",2.475
"LRRCC1",3.3587
"E2F5",1.3681
"CA1",0.0085
"CCDC59",7.4831
"SWAP70",8.1283
"ARNTL",0.9981
"LYVE1",0.4007
"AMPD3",1.5179
"SBF2",1.3763
"MICAL2",2.2752
"RRAS2",4.3873
"HSD17B4",14.9936
"ZFC3H1",2.3136
"TEX15",0
"SARAF",51.8746
"RNF122",6.9943
"DUSP26",0.0618
"DPF2",11.3073
"MEN1",14.7098
"ERG28",43.4554
"GSC",1.4643
"DGLUCY",5.8274
"UNC79",0.0598
"NUMB",6.7268
"CATSPERB",0.898
"VRTN",0.0047
"COX16",3.093
"TTC9",8.6736
"MED6",7.4721
"EIF2S1",20.2252
"ADAM20",0
"LOXL2",24.2621
"ELP3",7.0213
"PEBP4",0.6643
"ADAMDEC1",4.6716
"CTIF",3.5076
"MRO",0.0913
"MBD2",15.3301
"IER3IP1",7.1064
"MRPS36",17.9012
"CCNB1",34.762
"CDK7",18.8564
"CD180",0.7424
"IRAK2",2.3617
"CAMK1",0.2562
"THUMPD3",6.6052
"VHL",9.4515
"BHLHE40",113.1714
"ARL8B",43.3821
"EDEM1",9.1083
"CNTN6",0.0379
"CHL1",0.4877
"MEIS2",0.4806
"DPH6",0.506
"KATNBL1",3.0514
"EMC7",50.3323
"TRPM1",0.0023
"GNAT2",0.1346
"GSTM1",35.6208
"PRPF38B",6.2802
"REG4",0.0051
"TSPAN2",1.9411
"TSHB",0
"GSTM5",0.6047
"GSTM3",14.7122
"SYT6",0.079
"VAV3",47.4283
"CHIA",0
"PSRC1",4.2877
"HMGCS2",0.339
"PTPN22",0.3441
"SORT1",17.0643
"WNT2B",0.0998
"PTGFRN",24.2946
"LAMTOR5",29.5701
"ADAM30",0
"NOTCH2",6.2145
"TRIM45",1.7635
"CEPT1",2.9104
"CD101",0.9357
"VTCN1",61.0682
"NGF",1.0237
"AP4B1",2.73
"NAPG",2.9338
"SPIRE1",1.3523
"PPHLN1",4.3288
"FKBP11",4.2515
"ARF3",27.1562
"TMEM106C",15.832
"SLC38A2",29.0622
"YWHAQ",152.1351
"KIDINS220",4.4203
"GRHL1",2.2938
"ROCK2",5.0691
"RSAD2",60.1921
"MYCN",0.0931
"LPIN1",1.809
"CMPK2",18.8958
"IAH1",8.3832
"LDHA",305.7385
"SAA2",0.4188
"ANO3",0.0045
"IL6ST",45.2897
"FST",14.1974
"CFHR4",0
"NAV1",1.6991
"CDC73",7.6354
"TIMM17A",29.3673
"CRB1",0.026
"CFHR5",0
"ERN2",0.0037
"RPS15A",17.5235
"RAX",0
"NARS1",26.331
"GRP",13.2481
"RELCH",2.585
"FBH1",7.3892
"RBM17",12.7601
"IL2RA",0.3511
"ANKRD16",3.1026
"ECHDC3",6.4857
"IL15RA",2.977
"CCNH",4.137
"HRH4",0.0332
"TMEM241",4.3496
"KCTD1",6.0549
"CABLES1",2.3231
"DOCK2",0.5854
"EMP1",13.3835
"SOX5",0.0833
"RERG",3.3714
"SLCO1B1",0
"KLRD1",0.0939
"KLRC1",0.0638
"SPX",0.0408
"PRH2",0.0267
"LRP4",0.324
"MYBPC3",0.0041
"DDB2",5.1604
"ACP2",19.684
"USP26",0.0336
"RTL8C",92.8049
"RAB33A",1.2144
"SOX3",0
"RBMX2",9.3869
"STK26",3.6643
"PIWIL4",0.5373
"MTNR1B",0
"PUM1",16.1512
"SPOCD1",0.8492
"YARS1",10.87
"PHC2",27.9644
"CDCA8",9.9516
"GNL2",31.0276
"AGO4",1.9583
"HOOK1",1.793
"CYP2J2",3.5268
"BTF3L4",15.9908
"TUT4",1.3042
"PRPF38A",10.2837
"DSC2",3.3132
"DSG3",0.1683
"RNF138",2.657
"ELP2",5.0718
"DSG1",0.0047
"DSC3",0.1626
"DSC1",0.0122
"DTNA",0.1734
"FHOD3",0.8558
"TPGS2",6.1761
"DAGLA",0.5187
"SLC43A3",4.169
"TIMM10",51.201
"CBLIF",0
"DHX34",7.1064
"APLNR",4.3435
"FADS2",40.5153
"TMEM258",32.5647
"TCN1",0.3014
"C5AR2",1.3395
"TMEM165",10.3742
"CLOCK",1.9223
"PDGFRA",3.0361
"GGACT",0.9102
"COL4A2",26.2641
"CLDN10",0.036
"DZIP1",1.1369
"UBAC2",23.2599
"ARGLU1",4.1373
"BIVM",1.9527
"ERCC5",0.0776
"TPP2",6.4743
"POGLUT2",5.3817
"CARS2",4.8935
"ARHGAP32",5.6426
"STT3A",50.121
"ADAMTS8",0.2981
"ACRV1",0.1417
"ETS1",7.1654
"SLC37A2",1.204
"KLB",0.0869
"TMED7",15.4328
"APC",2.256
"NREP",0.9135
"WDR36",3.752
"OSTF1",37.9108
"RFK",4.6482
"UBQLN1",24.0958
"NAA35",4.1164
"C9orf40",2.2558
"ANXA1",22.7573
"CTSL",18.5231
"CEMIP2",19.4701
"AGTPBP1",2.3834
"GOLM1",127.1517
"FAM189A2",0.8301
"PSAT1",2.207
"ISCA1",13.12
"ADAM19",2.5143
"HAVCR2",4.8559
"CCNJL",2.5276
"TAOK3",3.7296
"USP30",3.7265
"SDS",6.5386
"MSI1",0.3168
"HNF1A",0.0277
"FBXO21",7.2724
"TBX3",21.458
"OASL",84.983
"HRK",0.1193
"RNFT2",1.7432
"P2RX4",7.4606
"BICDL1",3.5195
"DTX1",0.1863
"TRAFD1",12.1735
"DMTF1",3.0419
"OCM2",0
"TMEM243",2.2599
"CCDC146",1.3687
"TMEM60",35.6884
"CD36",42.7001
"UGT2A3",0.0113
"CSN2",0
"UGT2B28",0
"PNPLA8",5.8512
"HILPDA",20.3282
"FAM71F1",0.5863
"RINT1",2.7463
"SRPK2",7.9238
"KCP",0.1083
"TES",33.9817
"MDFIC",3.8828
"MTO1",1.6306
"ADGRB3",0.0106
"ANKRD6",0.7104
"HTR1B",0.1354
"KHDC1",0.135
"CEP162",1.7604
"SYNCRIP",21.8001
"SNX14",14.6202
"NT5E",8.3584
"MRAP2",0.1953
"EPHA7",0.0256
"AKIRIN2",22.0328
"ORC3",22.2761
"LCA5",0.7201
"MAP3K7",6.4289
"CGA",3.1376
"GJA10",0
"PRR5L",1.5848
"LMO2",5.5239
"PHF21A",5.0739
"NAT10",16.46
"EHF",49.2476
"ELF5",0.8919
"PRRG4",5.0536
"CAPRIN1",42.8328
"ATP5MC2",176.7366
"DNAJC14",2.4568
"CD63",213.4393
"PRPH",0.0273
"AVIL",1.3287
"AMHR2",0.0095
"LACRT",0.138
"GDF11",0.5967
"GLS2",0.0168
"ITGA7",0.815
"TESPA1",0.3792
"FAM186B",0.0256
"RDH5",0.035
"AGAP2",0.2533
"BLOC1S1",2.289
"KRT85",0
"CDK4",15.4999
"PPP1R1A",9.5364
"TROAP",1.548
"TSPAN31",6.3314
"B4GALNT1",0.3395
"TFCP2",14.3742
"COQ10A",1.8141
"FAIM2",10.6419
"PAN2",2.2302
"ESPL1",1.6478
"KRT7",210.0928
"ZC3H10",1.6613
"HNRNPA1",111.3523
"ACVR1B",22.6679
"OS9",42.6143
"MIP",0
"KCNH3",0.0851
"LTV1",11.9174
"MAP7",7.7891
"CD164",58.6296
"AFG1L",0.5912
"NHSL1",1.114
"AHI1",1.926
"HEY2",1.9787
"PKIB",6.3787
"TAAR5",0
"NMBR",0
"SMPD2",9.6977
"MICAL1",3.317
"REPS1",4.5345
"STX11",0.6255
"TEC",0.3822
"PRADC1",17.1776
"SEMA4F",1.2845
"CCT7",93.9135
"EGR4",0.0073
"RAB11FIP5",10.0244
"SMYD5",10.7461
"DYSF",3.9817
